I_D,FLAG_TSUNAMI,YEAR,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5844,,2005,4.8,INDONESIA,-7.037,107.819,60,1,1,,,,2,,2,,2,,
9112,Tsu,2005,5.8,GUADELOUPE,15.775,-61.744,90,,,,,,,,,,,,
5846,,2005,6.1,CHINA,41.728,79.44,40,,,,,,,,3,6000,4,,
5847,,2005,5.1,INDIA,24.55,92.524,60,,,,,,,,1,,,,
5848,,2005,6.4,IRAN,30.754,56.816,140,612,3,,,1411,4,,4,8000,4,,
5849,,2005,4.9,PAKISTAN,30.378,68.038,60,,,,,1,1,,1,,,,
5850,,2005,4.3,SOUTH AFRICA,-26.913,26.789,10,2,1,,,58,2,,2,,,,
5851,,2005,5.6,TURKEY,39.44,40.978,140,,,,,16,1,,2,,,,
5852,,2005,6,IRAN,27.095,61.887,140,,,,,,,,1,,,,
5853,,2005,5.8,TURKEY,39.354,40.89,140,,,,,18,1,,3,,2,,
5854,,2005,4.9,INDIA,17.145,73.73,60,,,,,45,1,,2,,,,
5855,,2005,4.3,INDIA,17.072,73.668,60,,,,,,,,1,,,,
5856,,2005,6.6,JAPAN,33.807,130.131,30,1,1,,,500,3,,2,65,2,,
6657,Tsu,2005,8.6,INDONESIA,2.085,97.108,60,1313,4,,,340,3,,4,300,3,,
6659,Tsu,2005,6.7,INDONESIA,-1.644,99.607,60,,,,,,,,,,,,
8135,,2005,7.7,CHILE,-19.987,-69.197,160,11,1,,,200,3,,,544,3,,
6738,Tsu,2005,7.2,USA,41.301,-125.97,150,,,,,,,,,,,,
6757,,2005,6.7,INDONESIA,1.819,97.082,60,,,,,,,,1,,,,
6758,,2005,5.9,INDONESIA,-1.174,119.963,170,,,,,,,,1,6,1,,
6759,,2005,5.2,ALBANIA,42.389,19.812,130,,,,,,,,1,,1,,
6760,,2005,5.3,INDONESIA,-9.948,124.48,60,,,,,,,,1,,1,,
6761,,2005,5.9,JAPAN,35.498,139.982,30,,,,,27,1,,1,1,1,,
6762,,2005,7.2,INDIA,7.92,92.19,60,,,,,,,,1,,1,,
6763,,2005,4.7,CHINA,46.827,125.058,30,1,1,,,12,1,,,,,,
6764,,2005,5.6,USA,45.365,-112.615,150,,,,,,,,1,,,,
6765,,2005,5.3,TURKEY,39.437,33.089,140,,,,,,,,1,,,,
6766,,2005,4.8,CHINA,26.569,103.036,30,,,,,9,1,,2,3700,4,,
6767,,2005,4.5,VIETNAM,9.985,108.383,30,,,,,,,,1,,,,
6768,,2005,5.1,IRAN,28.85,52.56,140,,,,,,,,1,,,,
6769,,2005,4.5,CHINA,23.627,104.103,30,,,,,26,1,,1,,2,,
6770,,2005,5.8,CHILE,-19.78,-68.98,160,,,,,,,,1,,,,
6771,,2005,4.4,INDIA,17.398,74.118,60,,,,,,,,2,,,,
6739,Tsu,2005,7.2,JAPAN,38.276,142.039,30,,,,,56,2,,1,1,1,,
6773,,2005,4.4,INDIA,30.924,78.56,60,,,,,,,,1,,1,,
6774,,2005,4.7,INDIA,17.067,73.773,60,,,,,,,,1,,,,
6775,,2005,7.7,PAPUA NEW GUINEA,-4.539,153.474,170,,,,,,,,,,,,
6822,,2005,5.6,ETHIOPIA,12.471,40.634,10,,,,,,,,2,,,,
6776,,2005,7.5,PERU,-5.678,-76.398,160,5,1,,,60,2,,2,,3,,
6777,,2005,5.3,PERU,-16.635,-70.794,160,,,,,10,1,,1,300,3,,
6778,,2005,7.6,PAKISTAN,34.539,73.588,60,76213,4,,,146599,4,6680,4,,3,,
6779,,2005,5.9,TURKEY,38.152,26.751,140,1,1,,,15,1,,1,,2,,
6824,,2005,4.8,ECUADOR,-0.507,-77.745,160,,,,,,,,1,,,,
6825,,2005,4.2,CHINA,23.604,107.798,30,1,1,,,1,1,,1,,1,,
6826,,2005,5.4,PERU,-5.852,-78.704,160,,,,,,,,,20,1,,
6827,Tsu,2005,7,JAPAN,38.107,144.896,30,,,,,,,,,,,,
6828,,2005,5.2,CHINA,29.695,115.689,30,16,1,,,8000,4,,3,150000,4,,
7251,,2005,4.4,TURKEY,38.26,38.814,140,,,,,,,,1,,,,
6829,,2005,6,IRAN,26.774,55.858,140,13,1,,,100,2,,2,,,,
6830,,2005,6.8,CONGO,-6.224,29.83,10,6,1,,,,,,1,300,3,,
6831,,2005,6.5,AFGHANISTAN,36.357,71.093,40,5,1,,,1,1,,1,100,2,,
7252,,2005,5.3,INDIA,30.476,79.255,60,1,1,,,4,1,,2,1,1,,
7253,,2005,4.3,TURKEY,38.804,26.783,140,,,,,,,,1,,,,
7222,,2006,6.7,GREECE,36.311,23.212,130,,,,,3,1,,1,,1,,
8956,,2006,7.6,INDONESIA,-5.473,128.131,170,,,,,,,,,,,,
7223,,2006,5.3,INDIA,27.382,88.388,60,2,1,,,2,1,,1,,,,
7224,,2006,4.6,BULGARIA,41.708,25.544,110,,,,,2,1,,,,1,,
7225,,2006,7,MOZAMBIQUE,-21.324,33.583,10,4,1,,,36,1,,2,294,3,,
7226,,2006,5.8,BHUTAN,26.912,91.705,60,,,,,,,,1,126,3,,
7227,,2006,6,IRAN,28.12,56.865,140,,,,,6,1,,2,,3,,
7228,,2006,5.5,INDIA,23.777,70.899,60,,,,,7,1,,1,,1,,
7229,,2006,4.9,PAKISTAN,33.129,73.887,60,1,1,,,22,1,,,,,,
7230,Tsu,2006,6.7,INDONESIA,-3.595,127.214,170,4,1,,,,,,2,241,3,,
7231,,2006,4.9,ALGERIA,36.623,5.328,15,4,1,,,9,1,,,62,2,,
7232,,2006,5.9,IRAN,27.574,55.685,140,1,1,,,1,1,,1,,,,
7233,,2006,5,INDONESIA,3.462,97.224,60,,,,,,,,1,,,,
7234,,2006,6.1,IRAN,33.5,48.78,140,70,2,,,1300,4,,3,,3,,
7235,,2006,4.9,CHINA,44.624,124.122,30,,,,,,,,1,,2,,
7236,,2006,6.2,TAIWAN,22.868,121.278,30,,,,,42,1,,1,,2,,
7237,,2006,4.8,PAKISTAN,34.6,73.136,60,,,,,28,1,,1,,2,,
7238,,2006,5.5,INDIA,23.322,70.477,60,,,,,,,,1,,,,
7239,,2006,5.5,GREECE,37.64,20.92,130,,,,,,,,1,,,,
7240,,2006,5.7,CHINA,31.607,90.413,40,,,,,,,,1,,2,,
7241,,2006,7.6,RUSSIA,60.949,167.089,50,,,,,40,1,55,4,,3,,
7078,Tsu,2006,7.9,TONGA,-20.187,-174.123,170,,,,,1,1,,1,,,,
7242,,2006,4.5,PANAMA,8.898,-82.543,100,,,,,,,,1,,,,
7243,,2006,4.1,IRAN,30.79,56.7,140,,,,,70,2,,1,,2,,
7244,,2006,5.5,INDONESIA,-5.575,105.395,60,,,,,,,,1,,2,,
7245,,2006,6.3,INDONESIA,-7.961,110.446,60,5749,4,,,38568,4,3100,4,127000,4,,
7246,,2006,5.1,IRAN,26.759,55.843,140,2,1,,,4,1,,1,,2,,
7247,,2006,4.1,TURKEY,37.605,43.787,140,,,,,,,,1,,,,
7407,,2006,3.8,MALAWI,-14.52,34.28,10,,,,,,,,1,,,,
7248,,2006,6.3,JAPAN,33.129,131.141,30,,,,,8,1,,,,,,
7249,,2006,4.5,ALBANIA,40.27,19.96,130,,,,,1,1,,1,12,1,,
7250,,2006,4.5,CHINA,33.068,104.95,30,,,,,5,1,,1,,1,,
7181,Tsu,2006,7.7,INDONESIA,-9.254,107.411,60,802,3,,,498,3,55,4,1623,4,,
7321,,2006,4.9,CHINA,27.995,104.138,30,22,1,,,106,3,,,,,,
7363,,2006,5.6,TAJIKISTAN,37.255,68.828,40,3,1,,,19,1,,,721,3,,
7364,,2006,5.6,ARGENTINA,-33.131,-68.707,160,,,,,,,,1,,,,
7365,,2006,4.7,TAJIKISTAN,38.246,69.22,40,,,,,,,,1,,,,
7366,,2006,4.3,FRANCE,45.84,-0.14,120,,,,,,,,1,,,,
7367,,2006,4.6,CHINA,28.012,104.151,30,1,1,,,31,1,,2,,,,
7370,,2006,5.8,MEXICO,26.319,-86.606,90,,,,,,,,,,,,
7369,Tsu,2006,6.9,SAMOA,-16.592,-172.033,170,,,,,,,,,,,,
7408,,2006,6.1,TRINIDAD AND TOBAGO,10.876,-61.756,90,,,,,3,1,,1,1,1,,
7409,,2006,5.5,TRINIDAD AND TOBAGO,10.814,-61.758,90,1,1,,,,,,,,,,
7368,Tsu,2006,6.7,USA,19.878,-155.935,150,,,,,,3,73,4,,,,
7410,,2006,6.7,PERU,-13.457,-76.677,160,,,,,,,,1,,,,
7411,,2006,4.5,CHINA,31.56,113.21,30,,,,,,,,2,,,,
7412,,2006,4.7,CHINA,43.469,119.558,30,,,,,,,,3,5586,4,,
7406,Tsu,2006,8.3,RUSSIA,46.592,153.266,50,,,,,1,1,,2,,,,
7416,,2006,4.7,FRANCE,42.99,-0.05,120,,,,,,,,1,,,,
7417,,2006,4.8,HUNGARY,48.195,22.46,110,,,,,,,,1,,,,
7418,,2006,4.7,CHINA,44.229,83.524,40,,,,,,,,2,60,1,,
7419,,2006,5.2,INDONESIA,-3.728,119.233,170,,,,,,,,1,,,,
7414,,2006,6.2,INDONESIA,2.52,128.283,170,,,,,,,,2,50,1,,
7420,,2006,6.3,INDONESIA,-8.251,118.777,60,1,1,,,14,1,,1,20,1,,
7421,,2006,3.9,SWITZERLAND,47.58,7.6,120,,,,,,,,1,,,,
7441,,2006,4.6,THAILAND,18.901,98.916,60,,,,,,,,1,5,1,,
7444,,2006,5.8,INDONESIA,0.626,99.859,60,7,1,,,100,2,,3,680,2,,
7449,,2006,4.2,INDIA,26.88,76.15,60,,,,,,,,1,,,,
7450,,2006,5.8,KYRGYZSTAN,42.156,76.163,40,,,,,,,,2,2410,4,,
7413,Tsu,2006,7,TAIWAN,21.799,120.547,30,2,1,,,40,1,,1,,2,,
7451,,2006,4.1,HUNGARY,47.449,19.343,110,,,,,,,,1,,1,,
7452,,2007,6,KYRGYZSTAN,39.803,70.311,40,,,,,,,,2,187,3,,
7453,,2007,4.5,CHINA,37.021,103.911,30,,,,,,,,3,2000,4,,
7454,,2007,4.7,CHINA,33.259,104.74,30,,,,,,,,1,,2,,
7415,Tsu,2007,8.1,RUSSIA,46.243,154.524,50,,,,,,,,,,,,
7455,,2007,5.1,TURKEY,39.592,42.863,140,,,,,2,1,,1,,,,
7456,,2007,7.5,INDONESIA,1.065,126.282,170,4,1,,,4,1,,1,,,,
7462,,2007,4.9,PHILIPPINES,6.614,126.24,170,,,,,,,,1,,,,
7463,,2007,5.7,TURKEY,38.318,39.267,140,,,,,,,,1,,1,,
7481,,2007,6.4,INDONESIA,-0.493,100.498,60,67,2,,,826,3,,3,43719,4,,4
7482,,2007,5,COLOMBIA,2.082,-76.495,160,,,,,9,1,,1,9,1,,
7483,,2007,4.7,IRAN,33.49,48.93,140,,,,,35,1,,1,,,,
7459,Tsu,2007,7.1,VANUATU,-20.617,169.357,170,,,,,,,,,,,,
7448,Tsu,2007,6.7,JAPAN,37.336,136.588,30,1,1,,,150,3,,3,58,2,455,3
7484,,2007,5.8,GREECE,38.34,20.42,130,,,,,,,,1,,1,,
7457,Tsu,2007,8.1,SOLOMON ISLANDS,-8.466,157.043,170,52,2,,,,,,3,2500,4,500,3
7501,,2007,6,MEXICO,17.302,-100.198,150,,,,,,,,1,2,1,,
7502,,2007,4.6,JAPAN,34.807,136.239,30,,,,,12,1,,2,63,2,,
7503,,2007,4.5,ALBANIA,41.172,19.897,130,,,,,,,,,,1,,
7465,Tsu,2007,6.2,CHILE,-45.243,-72.648,160,10,1,,,,,,1,,,2,1
7526,,2007,4.6,UK,51.085,1.009,120,,,,,1,1,,1,,,,
7522,,2007,4.5,USA,45.394,-112.13,150,,,,,,,,1,,,,
7523,,2007,6.3,LAOS,20.504,100.746,60,,,,,,,,1,,,,
7524,,2007,6.1,INDONESIA,-1.065,127.343,170,,,,,,,,1,,2,,
7525,,2007,6.1,CHINA,23.028,101.052,30,3,1,,,329,3,310,4,,,,
7534,,2007,6.7,GUATEMALA,13.554,-90.618,100,,,,,,,,1,,2,,
7535,,2007,5.5,IRAN,34.437,50.833,140,,,,,,,,1,,2,,
7554,,2007,4.5,ECUADOR,-3.987,-79.836,160,,,,,,,,,,,,
7521,Tsu,2007,6.6,JAPAN,37.57,138.478,30,9,1,,,1088,4,12500,4,,,875,3
7595,,2007,5.6,CHINA,42.913,82.378,40,,,,,,,,2,2120,4,,
7596,,2007,4.2,USA,37.804,-122.193,150,,,,,,,,1,,,,
7597,,2007,5.2,TAJIKISTAN,38.936,70.485,40,12,1,,,,,,,,,,
7598,,2007,4.3,INDIA,30.881,78.239,60,,,,,3,1,,1,,1,,
7599,,2007,6.9,INDONESIA,2.872,127.464,170,,,,,,2,,1,,1,,
7600,,2007,7.2,VANUATU,-15.595,167.68,170,,,,,,,,1,,1,,
7531,Tsu,2007,6.2,RUSSIA,47.116,141.798,50,2,1,,,12,1,,1,11,2,20,1
7532,Tsu,2007,6.7,USA,51.307,-179.971,150,,,,,,,,,,,,
7601,,2007,4.2,USA,39.465,-111.237,150,9,1,,,,1,,,,,,
7533,,2007,7.5,INDONESIA,-5.968,107.655,60,,,,,,,,,,,,
7537,Tsu,2007,8,PERU,-13.386,-76.603,160,514,3,,,1090,4,,4,52154,4,23632,4
7614,,2007,1.6,USA,39.464,-111.207,150,3,1,,,6,1,,,,,,
7615,,2007,4.4,INDIA,17.2,73.7,60,,,,,,,,1,,,,
7616,,2007,5,IRAN,28.154,56.652,140,,,,,4,1,,,,,,
8136,Tsu,2007,7.2,SOLOMON ISLANDS,-11.61,165.762,170,,,,,,,,,,,,
7617,,2007,4.8,INDONESIA,-7.783,114.338,60,,,,,13,1,,1,,,,
7695,,2007,6.8,COLOMBIA,2.982,-77.967,160,,,,,5,1,,1,35,1,,
7574,Tsu,2007,8.4,INDONESIA,-4.438,101.367,60,25,1,,,161,3,,3,56425,4,,4
7575,,2007,7.9,INDONESIA,-2.625,100.841,60,,,,,,,,,,,,
8957,,2007,7.5,JAPAN,22.013,142.668,30,,,,,,,,,,,,
7594,Tsu,2007,7.4,NEW ZEALAND,-49.418,163.954,170,,,,,,,,,,,,
7696,,2007,6.8,NEW ZEALAND,-44.785,167.583,170,,,,,,,,1,,,,
7697,,2007,4.8,PAKISTAN,35.304,76.753,60,1,1,,,12,1,,,,,,
7698,,2007,5.6,USA,37.434,-121.774,150,,,,,,,,1,,,,
7699,,2007,5.1,INDIA,21.181,70.724,60,1,1,,,5,1,,1,,2,,
7700,,2007,5.1,PHILIPPINES,9.721,124.647,170,1,1,,,,,,,,,,
7701,,2007,5.1,BANGLADESH,22.15,92.388,60,,,,,10,1,,1,,,,
7634,Tsu,2007,7.7,CHILE,-22.247,-69.89,160,2,1,,,65,2,,3,,4,,
7702,,2007,6.8,ECUADOR,-2.312,-77.838,160,,,,,,,,1,,,,
7703,,2007,4.8,IRAN,31.68,49.93,140,,,,,30,1,,1,,1,,
7674,,2007,6.5,INDONESIA,-8.277,118.339,60,3,1,,,,3,,2,,3,,
7704,,2007,4.7,INDIA,28.555,77.057,60,,,,,,,,1,,1,,
7675,Tsu,2007,7.4,MARTINIQUE,14.944,-61.274,90,1,1,,,102,3,,1,,,,
7708,,2007,4.6,BRAZIL,-15.048,-44.231,160,1,1,,,6,1,,2,76,2,,
7694,Tsu,2007,7.8,KERMADEC ISLANDS (NEW ZEALAND),-25.996,-177.514,170,,,,,,,,,,,,
7723,,2007,5.9,CHILE,-32.689,-71.695,160,,,,,4,1,,1,,1,,
7724,,2007,6.6,NEW ZEALAND,-39.011,178.291,170,1,1,,,,,,1,3,1,,
7725,,2007,5.7,TURKEY,39.417,33.212,140,,,,,,,,1,,1,,
7726,,2007,5.6,TURKEY,39.446,33.162,140,,,,,,,,3,2214,4,,
7745,,2008,5.6,KYRGYZSTAN,40.288,72.985,40,,,,,,,,3,5385,4,,
7746,,2008,5.6,GUATEMALA,14.129,-91.479,100,,,,,,,,1,,,,1
7747,,2008,5.9,INDONESIA,-0.795,134.012,170,,,,,6,1,,1,,,22,1
7748,,2008,4.6,ALGERIA,35.616,-0.57,15,1,1,,,,,,2,,,,2
7749,,2008,5,BANGLADESH,22.761,92.333,60,,,,,,,,1,,,,2
7750,,2008,6.1,INDONESIA,1.011,97.442,60,1,1,,,5,1,,1,,,,2
7764,,2008,5.9,CONGO,-2.296,28.9,10,38,1,,,717,3,,3,99,2,815,3
7765,,2008,4.3,INDIA,23.433,87.111,60,1,1,,,50,1,,2,,,,3
7766,,2008,5.1,MEXICO,32.456,-115.315,150,,,,,,,,1,,,,
7767,,2008,4.9,IRAN,31.73,51.2,140,,,,,10,1,,1,,,70,2
7768,,2008,4.9,RWANDA,-2.404,28.918,10,1,1,,,109,3,,1,,,5,1
7769,,2008,5,LEBANON,33.327,35.305,140,,,,,10,1,,1,,,,1
7870,,2008,7.4,INDONESIA,2.768,95.964,60,3,1,,,25,1,,,,,,
7871,,2008,6,USA,41.153,-114.867,150,,,,,3,1,,2,,,720,3
7743,Tsu,2008,6.5,INDONESIA,-2.486,99.972,60,,,,,,,,1,,,,2
7872,,2008,4.8,UK,53.403,-0.332,120,,,,,1,1,,1,,,,1
7873,,2008,4.3,BRAZIL,-3.7,-40.35,160,,,,,,,,1,,,,
7874,,2008,4.5,INDIA,23.33,70.592,60,,,,,,,,1,,,,1
7875,,2008,7.2,CHINA,35.49,81.467,40,,,,,,,,3,2200,4,,
7876,,2008,5.3,PERU,-12.178,-77.164,160,,,,,1,1,,1,5,1,,
7800,Tsu,2008,7.3,NEW CALEDONIA,-20.071,168.892,170,,,,,,,,,,,,
8127,,2008,6.1,GUATEMALA,13.564,-90.599,100,,,,,,,,1,,,8,1
7823,,2008,5.3,USA,38.452,-87.886,150,,,,,,,,1,,,,1
8128,,2008,5,USA,39.52,-119.93,150,,,,,,,,1,,,,1
8138,Tsu,2008,6.4,VANUATU,-19.941,168.953,170,,,,,,,,,,,,
8129,,2008,4.5,IRAN,33.86,48.59,140,,,,,100,2,,1,,,,
8130,,2008,6.8,JAPAN,36.158,141.521,30,,,,,6,1,,1,,,,
7843,Tsu,2008,7.9,CHINA,31.002,103.322,30,87652,4,,,374171,4,86000,4,5360000,4,21000000,4
8122,,2008,,BRAZIL,-3.91,-40.44,160,,,,,,,,1,,,,
7879,,2008,5.6,COLOMBIA,4.33,-73.764,160,6,1,,,,,,1,,,,2
7881,,2008,6,CHINA,32.57,105.424,30,8,1,,,927,3,,4,400000,4,,
8123,,2008,5.6,COSTA RICA,8.423,-82.968,100,,,,,,,,1,,,,
8124,,2008,5.7,CHINA,32.71,105.54,30,,,,,,,,3,20000,4,,
7880,,2008,6.3,ICELAND,64.004,-21.012,120,,,,,30,1,,1,,,,
8125,,2008,5.5,ALGERIA,35.883,-0.658,15,1,1,,,30,1,,2,,2,,
8126,,2008,3.8,INDIA,24.702,84.964,60,,,,,2,1,,1,,,,
7925,,2008,6.3,GREECE,37.963,21.525,130,2,1,,,240,3,,3,1156,4,,
7907,,2008,6.9,JAPAN,39.03,140.881,30,13,1,,,357,3,,3,,,614,3
8120,,2008,5.5,PERU,-10.368,-75.512,160,,,,,45,1,,1,60,2,25,1
8121,,2008,5,IRAN,35.5,58.8,140,,,,,,,,1,,2,,
8955,,2008,7.7,RUSSIA,53.882,152.886,50,,,,,,,,,,,,
8163,,2008,6.2,PERU,-15.986,-71.748,160,1,1,,,,,,1,,,,2
7971,Tsu,2008,6.9,JAPAN,37.552,142.214,30,,,,,,,,,,,,
8164,,2008,6.8,JAPAN,39.802,141.464,30,1,1,,,200,3,,2,,,90,2
8165,,2008,5.6,CHINA,32.747,105.542,30,1,1,,,17,1,,3,1200,4,,
8166,,2008,5.4,USA,33.953,-117.761,150,,,,,8,1,,1,,,,1
8167,,2008,5.7,CHINA,32.036,104.722,30,,,,,231,3,,2,540,3,2450,4
8168,,2008,6,CHINA,32.756,105.494,30,4,1,,,29,1,,1,,,,1
8169,,2008,5.2,VENEZUELA,10.514,-64.171,160,,,,,,,,1,,,50,1
8170,,2008,6,PHILIPPINES,12.897,124.319,170,,,,,,,,1,,,,
8171,,2008,5,CHINA,25.051,97.919,30,,,,,,,,3,5,1,2420,4
8172,,2008,6,CHINA,25.044,97.684,30,5,1,,,127,3,,3,,,,
8173,,2008,5.5,NEW ZEALAND,-39.715,176.851,170,,,,,,,,1,,,,
8174,,2008,6.7,CHINA,30.901,83.52,40,,,,,,,,2,,,700,3
10114,Tsu,2008,5,ATLANTIC OCEAN,-52.533,26.417,70,,,,,,,,,,,,
8175,,2008,6.2,RUSSIA,51.607,104.158,40,,,,,,,,1,,,,
8132,,2008,5.9,CHINA,26.272,101.937,30,43,1,,,589,3,,4,392000,4,,
8176,,2008,4.1,TURKEY,37.507,38.503,140,,,,,,,,1,,,,
8185,,2008,5.4,INDONESIA,-3.935,103.058,60,2,1,,,,,,2,,,113,3
8133,,2008,6.1,IRAN,26.743,55.828,140,7,1,,,45,1,,3,,3,,3
8134,Tsu,2008,6.8,JAPAN,41.892,143.754,30,,,,,,,,,,,,
8186,,2008,5,INDIA,17.438,73.915,60,1,1,,,20,1,,3,,,1500,4
8160,,2008,6.6,KYRGYZSTAN,39.533,73.824,40,74,2,,,140,3,,2,,2,,
8161,,2008,6.3,CHINA,29.807,90.35,40,9,1,,,19,1,,2,,3,,
8162,,2008,5.7,RUSSIA,43.372,46.254,40,13,1,,,100,2,,3,,,1027,4
8177,,2008,6.4,PAKISTAN,30.639,67.351,60,166,3,,,370,3,,4,3487,4,4125,4
8206,,2008,6.4,PAKISTAN,30.598,67.455,60,,,,,1,1,,2,,2,,
8207,,2008,6.3,CHINA,37.565,95.833,40,,,,,3,1,4,2,,2,,1
8191,Tsu,2008,7.3,INDONESIA,1.271,122.091,170,6,1,,,77,2,,3,,,1000,3
8192,,2008,6.1,PANAMA,8.267,-82.967,100,,,,,,,,1,,,,
8208,,2008,4.1,CZECH REPUBLIC,49.914,18.455,110,2,1,,,3,1,,1,,,,
8253,,2008,5.4,IRAN,26.99,55.8,140,,,,,5,1,,1,,,,1
8254,,2008,4.5,CHINA,32.518,105.395,30,2,1,,,3,1,,,,,,
8255,,2008,4.1,ARGENTINA,-32.938,-69.259,160,,,,,,,,1,,,,
9834,,2008,4.8,CHINA,23.97,97.569,30,,,,,19,1,,2,30,1,5400,4
8256,,2008,4.7,MYANMAR (BURMA),23.97,97.569,60,,,,,19,1,,3,30,1,5400,4
8257,,2008,5.8,AFGHANISTAN,36.401,71.075,40,,,,,,,,1,,,,1
8204,Tsu,2009,7.6,INDONESIA,-0.414,132.885,170,5,1,,,250,3,,3,,,840,3
8211,Tsu,2009,7.3,INDONESIA,-0.691,133.305,170,,,,,,,,,,,,
8210,,2009,6.1,COSTA RICA,10.165,-84.197,100,23,1,17,1,100,2,,3,518,3,,
8250,Tsu,2009,7.4,RUSSIA,46.857,155.154,50,,,,,,,,,,,,
8258,,2009,4.6,PERU,-11.779,-75.626,160,,,,,,,,2,50,1,500,3
8251,Tsu,2009,7.2,INDONESIA,3.884,126.397,170,,,,,64,2,,2,,,597,3
8278,,2009,5.4,PAKISTAN,34.204,73.899,60,,,,,44,1,,1,,,,2
8279,,2009,5.5,CHINA,40.657,78.692,40,,,,,,,,3,331,3,5613,4
8259,Tsu,2009,7.6,TONGA,-23.046,-174.659,170,,,,,,,,,,,,
8298,,2009,4.1,INDIA,22.399,85.903,60,,,,,5,1,,1,,,,1
8299,,2009,4.4,NICARAGUA,13.452,-86.06,100,,,,,,,,2,3,1,10,1
8264,,2009,6.3,ITALY,42.334,13.334,130,309,3,,,1500,4,2500,4,15000,4,,
8277,,2009,5.5,ITALY,42.275,13.464,130,1,1,,,,,,1,,,,1
8317,,2009,5.2,INDIA,27.143,70.749,60,,,,,6,1,,2,,,,2
8318,,2009,5.4,AFGHANISTAN,34.185,70.076,40,19,1,,,51,2,,2,200,3,,
8379,,2009,4.6,SAUDI ARABIA,25.212,37.597,140,,,,,,,,1,,2,,
8380,,2009,5.7,SAUDI ARABIA,25.292,37.744,140,,,,,7,1,,,,,,
8381,,2009,4.9,INDIA,33.198,75.787,60,,,,,,,,1,,,100,2
8382,,2009,5.3,MACEDONIA,41.303,22.714,130,,,,,,,,2,,,,3
8297,Tsu,2009,7.3,HONDURAS,16.72,-86.236,90,7,1,,,40,1,,2,135,3,25,1
8384,,2009,5.7,VANUATU,-17.026,168.329,170,,,,,10,1,,1,,2,,
8385,,2009,6.3,VANUATU,-17.757,167.949,170,,,,,4,1,,1,,,,2
8383,,2009,5.4,KAZAKHSTAN,44.724,78.864,40,1,1,,,,,,1,,,,2
10419,Tsu,2009,6.4,GREECE,34.164,25.471,130,,,,,,,,,,,,
8388,,2009,6,PANAMA,9.59,-78.966,100,,,,,32,1,,1,,,10,1
8389,,2009,5.7,CHINA,25.632,101.095,30,,,,,336,3,,3,,,,
8357,Tsu,2009,7.8,NEW ZEALAND,-45.762,166.562,170,,,,,,,,1,,,,
8390,,2009,5.8,CHINA,31.158,85.902,40,,,,,,,,1,6,1,,2
8492,,2009,3.4,CHINA,29.358,105.438,30,2,1,,,1,1,,2,440,3,,
8378,Tsu,2009,7.5,INDIA,14.099,92.888,60,,,,,,,,,,,,
8377,Tsu,2009,6.4,JAPAN,34.743,138.264,30,1,1,,,123,3,,3,,,5192,4
8472,Tsu,2009,6.7,INDONESIA,-1.479,99.49,60,,,,,9,1,,,,,,
8512,,2009,6.2,CHINA,37.696,95.718,40,,,,,,,,1,,,30,1
8513,,2009,5.2,MYANMAR (BURMA),25.28,95.101,60,,,,,,,,1,,,,
8386,Tsu,2009,7,INDONESIA,-7.782,107.297,60,81,2,,,1297,4,,3,,,54000,4
8532,,2009,6,GEORGIA,42.66,43.443,40,,,,,1,1,,2,,,1000,3
8387,,2009,6.3,VENEZUELA,10.705,-67.92,160,,,,,18,1,,1,,,17,1
8533,,2009,5.7,PHILIPPINES,6.513,124.715,170,,,,,91,2,,1,,,76,2
8534,,2009,5.7,INDONESIA,-9.138,115.593,60,,,,,7,1,,1,,,,2
8392,,2009,6.1,BHUTAN,27.332,91.437,60,11,1,,,,3,,3,,3,,
8535,,2009,3.1,AUSTRALIA,-38.28,145.25,170,,,,,,,,1,,,,
8408,Tsu,2009,8.1,SAMOA,-15.489,-172.095,170,192,3,,,7,1,285,4,,,,
8409,Tsu,2009,7.5,INDONESIA,-0.72,99.867,60,1117,4,,,1214,4,2200,4,,3,181665,4
8552,,2009,6.6,INDONESIA,-2.515,101.501,60,3,1,,,,,10,3,,3,,
8410,Tsu,2009,7.6,VANUATU,-13.006,166.51,170,,,,,,,,,,,,
8572,,2009,7.8,SOLOMON ISLANDS,-12.517,166.382,170,,,,,,,,,,,,
8573,,2009,5.4,ECUADOR,-0.962,-77.817,160,,,,,,,,1,,,,
8574,,2009,6.1,AFGHANISTAN,36.517,70.95,40,5,1,,,,,,1,,,,
8772,,2009,5.3,BHUTAN,27.262,91.417,60,,,,,,,,2,1,1,116,3
8431,,2009,4.9,CHINA,25.962,100.825,30,,,,,28,1,,,1000,3,30000,4
8430,,2009,5.1,IRAN,27.334,56.202,140,,,,,269,3,,1,,,,1
8451,,2009,6.6,INDONESIA,-8.207,118.631,60,2,1,,,200,3,2.43,2,,,,2
