I_D,FLAG_TSUNAMI,YEAR,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
7507,Tsu,1784,4.1,ITALY,38.317,16.4,130,,,,,,,,,,,,
7508,Tsu,1784,4.1,ITALY,38.167,15.633,130,,,,,,,,,,,,
1469,Tsu,1784,,MEXICO,16.9,-99.9,150,,1,,,,,,3,,,,
1470,,1784,,MEXICO,17,-96.3,150,,,,,,,,,,,,
1471,Tsu,1784,8,PERU,-16.5,-72,160,383,3,,,,,,3,,3,,
1474,,1784,,TURKEY,39.7,39.5,140,,,,,,,,,,,,
1475,,1784,,HAITI,18.5,-72.3,90,,,,,,,,,,,,
1476,,1784,,ICELAND,63.8,-20.5,120,,,,,,,,,,,,
1477,,1784,,SPAIN,40.9,0.3,130,,,,,,,,,,,,
10496,,1784,,INDIA,34.1,74.8,60,,3,,,,,,2,,2,,
1479,,1785,,GREECE,38.2,21.7,130,38,1,,,,,,2,,,,
1480,,1785,6,CHINA,39.9,98,30,36,1,,,,,,2,,2,,
1481,,1785,,COLOMBIA,4.6,-74,160,12,1,,,,,,2,,2,,
1485,,1786,,GREECE,39.7,19.8,130,120,3,,,,,,3,,,,
1487,,1786,,ITALY,38.2,15.2,130,,,,,,,,,,,,
1488,,1786,7.5,CHINA,29.8,102.1,30,435,3,,,,,,3,,3,,
8113,,1786,6,CHINA,44,80.8,40,,,,,,,,2,,3,,
1484,,1786,,VENEZUELA,8.5,-71.2,160,,,,,,,,,,,,
6033,Tsu,1787,8.3,MEXICO,16.5,-98.5,150,11,1,,,,1,,3,,3,,
5925,Tsu,1787,7.3,MEXICO,15.5,-97,150,,,,,,,,2,,,,
1494,,1787,,USA TERRITORY,18.3,-66.4,90,,,,,,,,,,,,
1495,,1787,,USA TERRITORY,18,-66.4,90,,,,,,,,,,,,
1493,,1787,,PHILIPPINES,10.8,122.5,170,,,,,,,,,,,,
1496,,1787,,PHILIPPINES,10.7,122.5,170,,,,,,,,,,,,
6029,Tsu,1787,,JAMAICA,18.47,-77.92,90,,,,,,,,,,,,
5926,Tsu,1788,8,USA,57,-153,150,,3,,,,,,1,,1,,
5927,Tsu,1788,8,USA,55,-161,150,,3,,,,,,,,,,
1500,,1788,,SAINT LUCIA,14,-61,90,900,,,,,,,3,,,,
1498,,1788,5.6,TOGO,7.6,1.7,10,,,,,,,,,,,,
1501,,1789,6.5,CHINA,24.2,102.8,30,,3,,,,3,,3,,3,,
1502,,1789,,ITALY,43.5,12.2,130,,,,,,,,,,,,
1503,,1789,5,CHINA,34.6,110.3,30,,2,,,,,,1,,1,,
1504,Tsu,1790,,ALGERIA,35.7,-0.6,15,3000,4,,,,,,3,,3,,
1505,,1790,7.5,RUSSIA,54,162,50,,,,,,,,,,,,
8114,,1791,5.5,CHINA,24.5,117.7,30,,,,,,,,2,,3,,
5930,Tsu,1791,6.8,RUSSIA,56,163,50,,,,,,,,,,,,
5931,Tsu,1791,6.5,JAPAN,34.5,135.4,30,,2,,,,,,1,,,,
1510,,1791,,ITALY,38.5,16.1,130,,,,,,,,,,,,
1513,,1791,,GREECE,37.5,20.3,130,,,,,,,,,,,,
7506,Tsu,1791,7,GREECE,35.8,21,130,50,1,,,80,2,,3,,3,,
1508,,1791,,IRAN,38,46.2,140,,,,,,,,,,,,
1506,,1791,,GUATEMALA,14.6,-91.5,100,,,,,,,,3,,,,
1507,,1791,,MOROCCO,35.3,-2.97,15,,,,,,,,,,,,
1515,Tsu,1792,6.4,JAPAN,32.8,130.3,30,15030,4,,,707,3,,4,6200,4,,
5932,Tsu,1792,6.9,JAPAN,43.5,140.6,30,,2,,,,,,1,,,,
1516,Tsu,1792,6.8,TAIWAN,23.6,120.5,30,252,3,,,432,3,,3,14889,4,,
1517,Tsu,1792,8.4,RUSSIA,54,162,50,,,,,,,,,,,,
1518,,1792,6,CHINA,31,101.5,30,205,3,,,,,,2,,3,,
7057,Tsu,1792,,USA,57,-152,150,,,,,,,,1,,,,
1520,Tsu,1793,6.9,JAPAN,40.85,139.95,30,12,1,,,,,,2,164,3,,
1521,Tsu,1793,8.3,JAPAN,38.5,144,30,745,3,,,,,,3,1160,4,,
1523,,1793,,HAITI,19,-72.3,90,,,,,,,,,,,,
1524,,1793,6,CHINA,30.6,101.5,30,200,3,,,30,1,,2,,3,,
1525,,1793,,AZORES (PORTUGAL),39.3,-31.1,130,,,,,,,,,,,,
1526,,1794,,IRAN,34,51.4,140,,,,,,,,,,,,
1527,,1794,,VENEZUELA,10.47,-64.17,160,,,,,,,,2,,3,,
1528,,1795,5.2,SIERRA LEONE,9.3,-13.4,10,,,,,,,,,,,,
1529,,1795,,MEXICO,17,-96.3,150,,,,,,,,,,,,
10142,Tsu,1795,,TRINIDAD AND TOBAGO,10.7,-61.7,90,,,,,,,,2,,2,,
1530,,1796,,COLOMBIA,7.4,-72.7,160,,,,,,,,,,,,
1531,,1796,,SYRIA,35.2,35.8,140,,,,,,,,,,,,
1532,,1796,,ITALY,40.5,13.9,130,,,,,,,,,,,,
1533,,1796,7.7,CHILE,-27.35,-70.35,160,,1,,,,,,2,,3,,
1534,Tsu,1796,,PHILIPPINES,16,119.5,170,,,,,,,,3,,,,
1537,,1797,8.3,ECUADOR,-1.64,-78.67,160,40000,4,,,,,,4,,4,,
5933,Tsu,1797,8,INDONESIA,0.001,99,60,300,3,,,,,,2,,3,,
1541,,1797,,VENEZUELA,10.6,-64.1,160,16000,4,,,,,,3,,3,,
6882,,1798,,EL SALVADOR,,,100,,3,,,,,,4,,,,
5934,Tsu,1798,,COSTA RICA,10.2,-82.9,90,,,,,,,,,,,,
1543,,1798,,ITALY,43.5,11.2,130,,,,,,,,,,,,
1544,,1798,,GREECE,36.2,23,130,,,,,,,,,,,,
7536,,1798,,CHILE,-27.35,-70.35,160,,,,,,,,2,,2,,
1547,,1799,,FRANCE,46.9,-2,120,,,,,,,,,,,,
5935,Tsu,1799,6.4,JAPAN,36.6,136.6,30,,3,,,,,,2,,,,2
1548,,1799,,ITALY,43.1,13,130,,,,,,,,,,,,
1549,,1799,,ITALY,43.1,13.1,130,,,,,,,,,,,,
1550,,1799,6.5,CHINA,23.8,102.4,30,2000,4,,,,,,4,15236,4,,
1545,,1799,5,COLOMBIA,7.5,-73.5,160,,,,,,,,3,,,,
1546,,1799,6,UZBEKISTAN,39.4,67.2,40,,,,,,,,,,,,
9796,Tsu,1799,,PERU,-12,-77,160,,,,,,,,,,,,
1553,,1800,,MEXICO,19.2,-99.1,150,,,,,,,,,,,,
1552,,1800,6.5,IRAN,36.2,53.3,140,,,,,,,,,,,,
1551,,1800,,CANARY ISLANDS,28.1,-17.1,10,,,,,,,,,,,,
1554,,1801,,MEXICO,17,-96.3,150,,,,,,,,,,,,
1555,,1801,,SWITZERLAND,46.9,8.6,120,,,,,,,,,,,,
6039,Tsu,1802,,ANTIGUA AND BARBUDA,17.2,-62.4,90,,,,,,,,,,,,
1556,,1802,,ITALY,45.5,10,130,,,,,,,,,,,,
6519,Tsu,1802,,VENEZUELA,10.3,-64.5,160,,,,,,,,,,,,
6040,Tsu,1802,,INDONESIA,-3.7,128.2,170,,,,,,,,2,,,,
1558,,1802,7.4,ROMANIA,45.7,26.6,110,,,,,,,,,,,,
8151,Tsu,1802,,ALGERIA,36.5,2.9,15,,3,,,,,,3,1100,4,,
1560,Tsu,1802,6.6,JAPAN,37.7,138.3,30,19,1,,,,,,3,1060,4,,
1562,,1803,6,CHINA,25.6,100.6,30,,,,,,,,2,,2,,
1563,,1803,7.5,INDIA,31,79,60,,3,,,,,,3,,3,,3
1564,Tsu,1804,,GREECE,38.3,21.8,130,,,,,,,,,,,,
10120,Tsu,1804,,SPAIN,36.833,-2.833,130,,,,,,,,,,,,
1565,Tsu,1804,,GREECE,38.2,21.8,130,,,,,,,,,,,,
1566,Tsu,1804,7.3,JAPAN,39.05,139.95,30,450,3,,,,,,4,10810,4,300,3
1569,,1804,,SPAIN,36.9,-2.4,130,162,3,,,,,,2,,3,,
1571,,1805,,VENEZUELA,10.5,-64.2,160,,,,,,,,,,,,
1572,,1805,,COLOMBIA,5.3,-74.6,160,,,,,,,,,,,,
1575,,1805,,ITALY,41.2,14.7,130,,,,,,,,,,,,
1570,,1805,,IRAN,36.3,52.4,140,,,,,,,,,,,,
5857,Tsu,1806,,USA,34.4,-119.7,150,,,,,,,,1,,,,
1577,,1806,7.5,MEXICO,18.9,-103.8,150,,3,,,,,,,,,,
10500,,1806,7.7,CHINA,28.5,92,40,100,2,,,,,,2,,3,,
7799,Tsu,1806,,ITALY,41.7,12.7,130,,,,,,,,,,,,
1579,Tsu,1806,7.5,PERU,-12.1,-77.1,160,,,,,,,,1,,,,
10057,Tsu,1808,5.7,ITALY,44.833,7.25,130,2,1,,,,,,1,,,,
1581,,1808,,MOROCCO,35.3,-2.97,15,,,,,,,,,,,,
6042,Tsu,1808,6.5,JAPAN,33.9,134.8,30,,,,,,,,,,,,
1582,,1808,,IRAN,36.3,53.3,140,,,,,,,,,,,,
1583,,1808,,IRAN,36.2,50,140,,,,,,,,,,,,
1580,,1808,,ECUADOR,-0.217,-78.5,160,,,,,,,,1,,,,
8203,,1809,,SOUTH AFRICA,-33.88,18.45,10,,,,,,,,,,,,
1584,,1809,,IRAN,36.3,53,140,,,,,,,,,,,,
9927,Tsu,1809,,USA TERRITORY,14,143.3,170,,,,,,,,,,,,
1585,,1810,,GREECE,35.5,25,130,2000,4,,,,,,3,,3,,
1586,,1810,,CANARY ISLANDS,28.2,-16.6,10,,,,,,,,,,,,
10401,Tsu,1810,7.4,MEXICO,26,-111.35,150,,,,,,,,2,,1,,1
1587,Tsu,1810,6.6,JAPAN,39.9,139.9,30,59,2,,,,,,3,1804,4,,
1588,,1810,,CUBA,23.8,-82.2,90,,,,,,,,,,,,
1589,,1811,4.2,GEORGIA,41.8,45.2,40,,,,,,,,,,,,
1590,,1811,7,TAIWAN,25.2,121.3,30,21,1,,,21,1,,2,,,,
1591,,1811,6.5,CHINA,31.7,100.3,30,480,3,,,,,,2,598,3,,
1592,,1811,,PHILIPPINES,13.1,123.9,170,,,,,,,,,,,,
6527,Tsu,1811,,CHILE,-33.08,-71.67,160,,,,,,,,,,,,
1594,Tsu,1811,7.5,USA,35.6,-90.4,150,,1,,,,,,3,,,,1
7058,Tsu,1811,7,USA,35.6,-90.4,150,,,,,,,,,,,,
1597,Tsu,1812,7.3,USA,36.3,-89.6,150,,,,,,,,,,,,
1598,Tsu,1812,7.5,USA,36.5,-89.6,150,,,,,1,1,,3,,,,3
1599,,1812,8,CHINA,43.7,83,40,,4,,,,,,,,,,
1601,,1812,,ITALY,41.9,12.45,130,,,,,,,,2,,,,
1602,,1812,,FRANCE,43.7,5.7,120,,,,,,,,,,,,
1605,Tsu,1812,7.7,VENEZUELA,10.6,-66.9,160,26000,4,,,,,,3,,,,
7893,Tsu,1812,,FRANCE,43.3,5.366,120,,,,,,,,,,,,
1607,Tsu,1812,,JAMAICA,18,-76.8,90,,2,,,,,,2,,,,3
1608,,1812,6.6,JAPAN,35.4,139.6,30,,,,,,,,,,,,
1609,,1812,6.9,USA,34.37,-117.65,150,40,1,,,,,,2,,,,1
1610,Tsu,1812,7.5,USA,34.2,-119.9,150,1,1,,,,1,,2,,1,100,1
1612,,1813,,PERU,-14.1,-75.4,160,,,,,,,,,,,,
1611,,1813,,IRAN,29.6,52.6,140,,,,,,,,2,,,,
1613,,1814,,PHILIPPINES,13.1,123.9,170,,,,,,,,,,,,
7970,,1814,5.3,CHINA,35.8,114.4,30,4,1,,,,3,,1,,2,,
1614,,1814,,FRANCE,43.2,0.4,120,,,,,,,,,,,,
1615,,1814,6,CHINA,23.7,102.5,30,900,3,,,,,,3,900,3,,
6068,Tsu,1814,,INDONESIA,-10.217,123.633,60,,,,,,,,3,,,,
7528,Tsu,1815,,INDONESIA,-3.7,128.4,170,,,,,,,,2,,2,,
1617,,1815,,MEXICO,17,-96.3,150,,,,,,,,,,,,
1618,,1815,6.5,TAIWAN,25.2,121.2,30,111,3,,,,,,3,,3,,
1619,,1815,6.8,CHINA,34.8,111.2,30,13000,4,,,,,,4,20000,4,,
1620,Tsu,1815,7,INDONESIA,-8,115,60,11453,4,,,,,,,,,,
1621,,1815,,GREECE,35,25.75,130,,,,,,,,3,,3,,
1616,,1815,,GREECE,38.8,20.5,130,,1,,,,,,,,,,
6069,Tsu,1816,,INDONESIA,5,96.5,60,,,,,,,,,,,,
1622,,1816,7.5,GUATEMALA,15.5,-91.5,100,23,1,,,,,,3,,3,,
8098,,1816,6.5,CHINA,31.4,100.7,30,2854,4,,,,,,3,1104,4,,
6635,Tsu,1817,,USA,39.95,-75.1,150,,,,,,,,,,,,
1623,,1817,8,FRANCE,45.9,6.8,120,,,,,,,,,,,,
1624,,1817,,CHINA,,,30,,,,,,,,3,11000,4,,
1625,Tsu,1817,6.8,GREECE,38.25,22.25,130,,,,,,,,,,,,
1626,,1818,,ITALY,37.6,15,130,72,2,,,,,,3,,3,,
1627,Tsu,1818,,ITALY,43.917,8.033,130,,,,,,,,3,,3,,
6556,Tsu,1818,7,INDONESIA,-4,101.5,60,,,,,,,,1,,,,
1629,,1818,7.5,MEXICO,19.1,-103.6,150,,,,,,,,,,,,
1630,,1818,,BULGARIA,42.8,23.3,110,,,,,,,,,,,,
1631,,1818,,MEXICO,19.2,-99.1,150,,,,,,,,,,,,
1632,,1818,,ITALY,37.8,14,130,100,2,,,,,,3,,3,,
6642,Tsu,1818,8.5,INDONESIA,-7,117,60,,,,,,,,2,,3,,
1633,,1819,5.8,CHINA,36.1,102.3,30,126,3,,,58,2,,2,108,3,,
1634,,1819,,ALGERIA,35.07,0.02,15,,3,,,,,,3,,3,,
1635,,1819,8,CHILE,-27.4,-70.3,160,,,,,,,,2,,2,,
1636,,1819,8,CHILE,-27.4,-70.3,160,,3,,,,,,3,,3,,
1638,Tsu,1819,8.5,CHILE,-27,-71.5,160,,1,,,,,,3,,3,,
1640,,1819,,ITALY,42.5,11.8,130,,,,,,,,,,,,
1642,Tsu,1819,7.7,INDIA,23,71,60,1543,4,,,,,,4,1547,4,,
7894,Tsu,1819,5.8,NORWAY,66.416,12.85,120,,,,,,,,1,,,,
6650,Tsu,1820,,USA,54.52,-164.65,150,,,,,,,,,,,,
1649,,1820,,GREECE,38.8,20.5,130,,,,,,,,,,,,
1650,Tsu,1820,7.6,MEXICO,17.2,-99.6,150,,,,,,,,3,,,,
1651,,1820,6,CHINA,34.1,113.8,30,,,,,590,3,,4,26040,4,,
1652,,1820,,IRAN,29.6,52.5,140,,3,,,,,,3,,,,
1654,Tsu,1820,6.9,GREECE,37.75,21.25,130,8,1,,,,,,1,79,2,,
1653,Tsu,1820,7.5,INDONESIA,-7,119,60,500,3,,,,,,2,,3,,
1646,,1820,,VENEZUELA,10.5,-64.2,160,,,,,,,,,,,,
7978,Tsu,1820,6.2,CONGO,-4.5,11.6,10,,3,,,,,,1,,,,
1648,,1820,,IRAN,36.5,53.5,140,,,,,,,,2,,,,
1655,Tsu,1821,,GREECE,37.8,21.2,130,,,,,,,,,,,,
1656,,1821,,MOROCCO,35.3,-2.97,15,,,,,,,,,,,,
10078,Tsu,1821,,UK TERRITORY,-15.95,-5.7,70,3,1,,,,,,1,,,,
1657,,1821,,PERU,-16.107,-72.967,160,162,3,,,,,,3,,,,
6504,,1821,6.7,ROMANIA,45.7,26.6,110,,,,,,,,,,,,
1661,Tsu,1822,7.6,COSTA RICA,10.1,-83.3,90,,,,,,,,2,,2,,
1662,,1822,5.5,CHINA,33,104.6,30,12,1,,,20,1,,1,70,2,,
1660,Tsu,1822,,TURKEY,36,36,140,8000,4,,,,,,4,,,,
1665,,1822,,TURKEY,36,36,140,20000,4,,,,,,4,,,,
1669,Tsu,1822,8.5,CHILE,-33,-72,160,72,3,,,200,3,,4,,3,,3
1672,,1822,,CHILE,-33.05,-71.63,160,,,,,,,,1,,,,
1673,,1822,,GRENADA,12.1,-64.1,90,,,,,,,,,,,,
1675,,1823,,ITALY,38.1,14.7,130,,,,,,,,3,,,,
6636,Tsu,1823,,USA,42.7,-79,150,,,,,,,,,,,,
1677,,1823,,GREECE,39.75,20.75,130,,,,,,,,3,,3,,
1678,,1823,,VENEZUELA,10.5,-63.8,160,,,,,,,,,,,,
1679,,1823,,IRAN,36.3,53.3,140,,,,,,,,,,,,
6071,Tsu,1823,6.8,INDONESIA,-6.5,108.5,60,,,,,,,,,,,,
1680,,1823,,CROATIA,42.7,18.2,130,,,,,,,,,,,,
6072,Tsu,1823,,MARTINIQUE,14.4,-61.1,90,,,,,,,,,,,,
1674,,1823,,IRAN,29.6,52.5,140,,,,,,,,,,,,
1681,,1824,,JAMAICA,18,-76.5,90,,,,,,,,,,,,
8242,,1824,,IRAN,29.7,51.6,140,,4,,,,,,4,,4,,
1682,,1824,6.4,IRAN,29.8,52.4,140,,3,,,,,,3,,2,,3
6614,Tsu,1824,,GUADELOUPE,16.7,-62.2,90,,,,,,,,,,,,
1684,,1824,,PHILIPPINES,13.7,121.7,170,,,,,,,,,,,,
1685,Tsu,1824,,PHILIPPINES,14.25,121.25,170,,3,,,,,,2,,3,,
6073,Tsu,1824,,MARTINIQUE,14.4,-61,90,,,,,,,,,,,,
1686,Tsu,1825,6.8,GREECE,38.75,20.75,130,58,2,,,,,,3,,3,,
1689,Tsu,1825,,COLOMBIA,11.1,-74.1,90,,,,,,,,,,,,
1692,,1825,,ALGERIA,36.4,2.8,15,7000,4,,,,,,4,,4,,
1693,Tsu,1825,,USA TERRITORY,14,143.3,170,,,,,,,,2,,3,,
1694,Tsu,1825,,TRINIDAD AND TOBAGO,10.4,-61.3,90,,,,,,,,,,,,
1695,,1825,,IRAN,29.6,52.5,140,,,,,,,,2,,1,,
8243,,1825,6.7,IRAN,36.1,52.6,140,,3,,,,,,3,,3,,
9918,Tsu,1826,,JAPAN,27.07,142.21,30,,,,,,,,1,,,,
1698,,1826,8.2,COLOMBIA,4.6,-73.9,160,,,,,,,,,,,,
1700,,1826,,CUBA,20,-75.5,90,,,,,,,,,,,,
1697,,1826,8,NEW ZEALAND,-45.8,166.5,170,,,,,,,,,,,,
1701,,1827,5.3,CHINA,34.9,111.1,30,84,2,,,,2,,1,55,2,,
1702,,1827,,TURKEY,40.7,36.6,140,,,,,,,,2,,,,
6651,Tsu,1827,,RUSSIA,53,158.5,50,,,,,,,,1,,,,
1703,,1827,,PAKISTAN,31.6,74.3,60,,,,,,,,,,,,
1706,Tsu,1827,7,COLOMBIA,1.8,-76.4,160,250,3,,,,,,3,,,,
1710,,1827,,MARTINIQUE,14.4,-61,90,,,,,,,,,,,,
1712,,1828,,ITALY,40.7,13.9,130,28,1,,,,,,1,,1,,
1715,Tsu,1828,8.3,PERU,-12.13,-77.809,160,30,1,,,,3,,2,,,,2
6557,Tsu,1828,6.4,JAPAN,32.6,129.9,30,,,,,,,,,,,,
1717,,1828,,INDIA,34.2,74.5,60,,,,,,,,,,,,
1718,,1828,5.7,AZERBAIJAN,40.7,48.4,40,,,,,,,,,,,,
1719,Tsu,1828,,PHILIPPINES,14.55,120.9,170,,,,,,,,1,,,,2
1720,Tsu,1828,,JAPAN,37.5,139.5,30,1443,4,,,,,,4,11750,4,,
1722,Tsu,1828,,INDONESIA,-7,119,60,,3,,,,,,3,,,,
1723,,1829,7.5,RUSSIA,51.4,104.1,40,,,,,,,,,,,,
1727,,1829,,SPAIN,38.2,-0.9,130,2000,4,,,,,,3,3000,4,,
1728,,1829,,GREECE,41.2,24.5,130,,,,,,,,,,,,
1729,,1829,,GREECE,41.2,24.5,130,,,,,,,,,,,,
1730,,1829,7,CHILE,-33.05,-71.63,160,,1,,,,,,1,,,,
7980,,1829,5.5,CHINA,33.2,117.9,30,,3,,,,,,3,,3,,
1731,,1829,6,CHINA,36.6,118.5,30,200,3,,,,,,2,,2,,
1732,,1829,,ROMANIA,44.2,26.1,110,,,,,,,,,,,,
1734,Tsu,1830,,PHILIPPINES,14.55,120.9,170,,3,,,,,,2,,3,,
1733,,1830,,MEXICO,17,-96.3,150,,,,,,,,,,,,
1735,,1830,,RUSSIA,43.5,47.5,40,,,,,,,,,,,,
1736,,1830,6.3,RUSSIA,43,47,40,,,,,,,,,,,,
1737,,1830,6.5,IRAN,36.4,54.3,140,,,,,,,,,,,,
1738,,1830,,IRAN,35.7,52.1,140,,,,,,,,,,,,
1740,,1830,7.5,CHINA,36.4,114.2,30,7477,4,,,,4,,4,200000,4,,
1741,,1830,,JAPAN,35,136,30,,,,,,,,,,,,
9911,Tsu,1830,,PHILIPPINES,14.55,120.9,170,,,,,,,,,,,,
1742,,1831,,GREECE,37.8,27,130,,,,,,,,,,,,
1743,,1831,,ITALY,43.8,7.8,130,,,,,,,,,,,,
1744,,1831,,BARBADOS,13.1,-59.617,90,3000,4,,,,,,3,,,,
1745,,1831,,ITALY,38.1,15.7,130,,,,,,,,,,,,
1746,,1831,6.3,CHINA,32.8,116.8,30,33,1,,,,,,1,,1,,
1748,,1831,7.8,CHILE,-18.5,-71,160,,,,,,,,,,,,
6043,Tsu,1831,7,TRINIDAD AND TOBAGO,12.4,-61.5,90,,,,,,,,,,,,
10066,Tsu,1831,,NEW ZEALAND,-38.7,178,170,,,,,,,,,,,,
1749,,1832,,ITALY,42.9,12.6,130,,,,,,,,,,,,
1751,,1832,,AFGHANISTAN,36.5,71,40,,,,,,,,,,,,
1753,,1832,,ITALY,39,17,130,,,,,,,,,,,,
1754,Tsu,1833,6.4,ALBANIA,40.4,19.9,130,,,,,,,,2,,,,
6044,Tsu,1833,,MEXICO,16.8,-99.9,150,,,,,,,,,,,,
1755,,1833,,CHILE,-28.5,-71.3,160,,,,,,,,,,,,
1756,,1833,7.5,INDIA,29.4,80.1,60,,,,,,,,,,,,
1758,,1833,8,NEPAL,28.3,85.5,60,,,,,,,,3,,3,,
1759,Tsu,1833,8,CHINA,25.2,103,30,6700,4,,,,,,4,87620,4,,
1760,Tsu,1833,7.7,PERU,-18.251,-71.01,160,700,3,,,25,1,,3,1001,4,,
1763,Tsu,1833,8.3,INDONESIA,-2.5,100.5,60,,1,,,,,,2,,1,,1
1765,Tsu,1833,7.4,JAPAN,38.9,139.15,30,85,2,,,,,,3,1140,4,1790,4
1766,,1834,7,COLOMBIA,1.2,-77,160,,,,,,,,,,,,
6531,Tsu,1834,6.4,JAPAN,43.3,141.4,30,,,,,,,,1,73,2,,
1768,,1834,,ITALY,44.3,9.4,130,,,,,,,,,,,,
1769,,1834,,COLOMBIA,1.4,-77.1,160,,,,,,,,,,,,
6045,Tsu,1834,7,MEXICO,16.8,-99.9,150,,,,,,,,1,,2,,
7981,,1834,5,CHINA,24.9,103,30,,1,,,,,,1,,,,
1770,,1834,,COLOMBIA,11,-74.2,160,,,,,,,,,,,,
1771,,1834,6.3,JORDAN,31.3,35.6,140,,3,,,,,,2,,,,3
9923,,1834,,USA TERRITORY,14,143.3,170,,,,,,,,2,,3,,
1772,,1834,,VENEZUELA,8.8,-70.9,160,,,,,,,,,,,,
1773,,1834,,INDONESIA,-6.7,107,60,,,,,,,,3,,,,3
1774,,1834,6.8,HUNGARY,47.6,22.3,110,,,,,,,,,,,,
8099,,1834,5.5,CHINA,33,97,30,88,2,,,,,,,,,,
7982,,1834,6,CHINA,28.6,87.1,40,,3,,,,,,1,,1,,
1776,Tsu,1835,8.2,CHILE,-36.83,-73.03,160,53,2,30,1,500,3,,4,,3,,3
1781,,1835,,SWITZERLAND,46.7,7.8,120,,,,,,,,,,,,
1782,Tsu,1835,7.6,JAPAN,37.9,141.9,30,,3,,,,,,3,,3,,
1783,,1835,,TURKEY,38.5,35.5,140,,,,,,,,,,,,
1784,,1835,,ITALY,39.3,16.3,130,,,,,,,,,,,,
1787,,1835,,INDONESIA,-3.7,128.2,170,,3,,,60,2,,2,,2,,
6046,Tsu,1836,,INDONESIA,-8.3,118.7,60,,,,,,,,,,,,
1788,,1836,,ITALY,39.6,16.6,130,,,,,,,,,,,,
1789,,1836,,USA,38,-122,150,,,,,,,,,,,,
6047,Tsu,1836,7.5,CHILE,-22.6,-70.3,160,,,,,,,,,,,,
1790,,1836,,ITALY,40.1,15.8,130,,,,,,,,,,,,
6048,Tsu,1836,7.5,INDONESIA,-8.3,118.7,60,,,,,,,,1,,2,,
1794,Tsu,1837,6.4,ISRAEL,33,35.5,140,5000,4,,,,,,4,,4,,
1795,,1837,,ITALY,44.2,10.5,130,,,,,,,,,,,,
1796,Tsu,1837,,USA TERRITORY,18.2,-64.5,90,,,,,,,,,,,,
10025,Tsu,1837,6.5,MEXICO,16.86,-99.88,150,,,,,,,,,,,,
1798,,1837,,VENEZUELA,10.3,-66.6,160,,,,,,,,,,,,
1797,,1837,6,CHINA,34.6,103.7,30,37,1,,,,,,2,941,3,,
6050,Tsu,1837,7.3,INDONESIA,5.5,96,60,,,,,,,,2,,,,
10026,Tsu,1837,7,MEXICO,19.45,-99.15,150,,,,,,,,,,,,
1800,Tsu,1837,8.5,CHILE,-42.5,-74,160,16,1,,,,,,3,,3,,
1803,,1837,7.5,MEXICO,20,-105,150,,,,,,,,,,,,
1804,,1837,,INDONESIA,-8.5,118.5,60,,,,,,,,1,,2,,
1807,,1838,6.9,ROMANIA,45.7,26.6,110,,,,,,,,,,,,
6051,Tsu,1838,,CHILE,-36.7,-73.1,160,,,,,,,,,,,,
1808,,1838,7,USA,37.6,-122.4,150,,,,,,,,1,,,,
1806,,1838,,ISRAEL,32,34.5,140,,,,,,,,,,,,
1805,,1838,,MYANMAR (BURMA),21.8,96,60,,,,,,,,3,,,,
1811,,1839,7.8,MARTINIQUE,14.4,-61.1,90,,,,,,,,,,,,
1812,,1839,6,CHINA,26.1,99.9,30,100,2,,,,,,2,600,3,,
1813,,1839,6,CHINA,26.1,99.9,30,129,3,,,18,1,,2,1667,4,,
6883,,1839,,EL SALVADOR,13.7,-89.2,100,,3,,,,,,4,,4,,
1814,,1839,,MYANMAR (BURMA),21.9,96,60,400,3,,,,,,3,,3,,
6076,Tsu,1839,,USA,,,150,,,,,,,,,,,,
1815,,1839,,VENEZUELA,10.5,-64.2,160,,,,,,,,,,,,
6621,Tsu,1839,7.3,JAPAN,42.5,145,30,,,,,,,,1,,,,
1816,,1839,6.5,TAIWAN,23.4,120.4,30,117,3,,,534,3,,3,6600,4,,
1817,,1839,,SWITZERLAND,45.9,6.1,120,,,,,,,,,,,,
1819,Tsu,1840,7,INDONESIA,-8,110.5,60,,,,,,,,3,,3,,
7538,Tsu,1840,,PERU,-12.3,-77.3,160,,,,,,,,,,,,
6558,Tsu,1840,,INDONESIA,0.8,127.325,170,,,,,,,,2,500,3,,
1820,Tsu,1840,6.5,PHILIPPINES,12.9,123.9,170,52,2,,,200,3,,3,,3,,
1823,,1840,6.7,TURKEY,39.7,44.4,140,1049,4,,,,,,4,,4,,
1825,,1840,4.9,SLOVENIA,46.2,14.7,130,,,,,,,,,,,,
1827,,1840,,GREECE,38,21,130,,,,,,,,,,,,
6514,Tsu,1840,5.2,USA,39.8,-75.2,150,,,,,,,,,,,,
1829,Tsu,1841,8.4,RUSSIA,52,158,50,,,,,,,,2,,,,
1830,,1841,,AZORES (PORTUGAL),38.4,-25.3,130,,,,,,,,,,,,
